,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
14153,,,,,,240049,,,,,,,,,,,GK ,,,,,,,,,,,
14154,56.0,42.0,42.0,59.0,50.0,203442,56.0,46.0,42.0,50.0,42.0,59.0,58.0,60.0,59.0,47.0,ST ,56.0,46.0,42.0,50.0,42.0,59.0,58.0,60.0,59.0,47.0,60.0
14155,60.0,44.0,52.0,58.0,58.0,210354,60.0,53.0,44.0,58.0,52.0,58.0,61.0,51.0,61.0,56.0,CAM ,60.0,53.0,44.0,58.0,52.0,58.0,61.0,51.0,61.0,56.0,51.0
14156,60.0,37.0,42.0,60.0,54.0,231346,60.0,44.0,37.0,54.0,42.0,60.0,60.0,58.0,61.0,46.0,LM RM ,60.0,44.0,37.0,54.0,42.0,60.0,60.0,58.0,61.0,46.0,58.0
14157,58.0,56.0,56.0,58.0,56.0,188594,58.0,59.0,56.0,56.0,56.0,58.0,60.0,56.0,59.0,60.0,RB RM LM ,58.0,59.0,56.0,56.0,56.0,58.0,60.0,56.0,59.0,60.0,56.0
14158,43.0,60.0,57.0,41.0,48.0,235699,43.0,56.0,60.0,48.0,57.0,41.0,45.0,43.0,41.0,54.0,CB ,43.0,56.0,60.0,48.0,57.0,41.0,45.0,43.0,41.0,54.0,43.0
14159,60.0,47.0,53.0,58.0,58.0,237747,60.0,53.0,47.0,58.0,53.0,58.0,59.0,55.0,60.0,55.0,CAM ,60.0,53.0,47.0,58.0,53.0,58.0,59.0,55.0,60.0,55.0,55.0
14160,57.0,65.0,63.0,57.0,60.0,224437,57.0,62.0,65.0,60.0,63.0,57.0,58.0,57.0,57.0,62.0,RM CDM CM ,57.0,62.0,65.0,60.0,63.0,57.0,58.0,57.0,57.0,62.0,57.0
14161,52.0,60.0,57.0,51.0,52.0,232117,52.0,60.0,60.0,52.0,57.0,51.0,56.0,48.0,54.0,60.0,RB ,52.0,60.0,60.0,52.0,57.0,51.0,56.0,48.0,54.0,60.0,48.0
14162,57.0,37.0,38.0,60.0,48.0,233397,57.0,41.0,37.0,48.0,38.0,60.0,57.0,60.0,59.0,42.0,RW LW ST ,57.0,41.0,37.0,48.0,38.0,60.0,57.0,60.0,59.0,42.0,60.0
14163,58.0,34.0,42.0,57.0,53.0,193205,58.0,43.0,34.0,53.0,42.0,57.0,60.0,56.0,59.0,46.0,LM RM ,58.0,43.0,34.0,53.0,42.0,57.0,60.0,56.0,59.0,46.0,56.0
14164,58.0,59.0,60.0,57.0,59.0,209334,58.0,60.0,59.0,59.0,60.0,57.0,58.0,56.0,57.0,60.0,RM CM RB ,58.0,60.0,59.0,59.0,60.0,57.0,58.0,56.0,57.0,60.0,56.0
14165,52.0,59.0,58.0,48.0,54.0,198071,52.0,60.0,59.0,54.0,58.0,48.0,55.0,44.0,52.0,60.0,LB CB RB ,52.0,60.0,59.0,54.0,58.0,48.0,55.0,44.0,52.0,60.0,44.0
14166,47.0,60.0,57.0,46.0,50.0,222647,47.0,58.0,60.0,50.0,57.0,46.0,50.0,48.0,48.0,57.0,CB ,47.0,58.0,60.0,50.0,57.0,46.0,50.0,48.0,48.0,57.0,48.0
14167,43.0,60.0,55.0,43.0,46.0,223159,43.0,58.0,60.0,46.0,55.0,43.0,47.0,45.0,45.0,56.0,RB CB ,43.0,58.0,60.0,46.0,55.0,43.0,47.0,45.0,45.0,56.0,45.0
14168,48.0,58.0,56.0,48.0,51.0,239031,48.0,60.0,58.0,51.0,56.0,48.0,52.0,46.0,50.0,59.0,RB ,48.0,60.0,58.0,51.0,56.0,48.0,52.0,46.0,50.0,59.0,46.0
14169,46.0,58.0,56.0,45.0,49.0,212152,46.0,60.0,58.0,49.0,56.0,45.0,51.0,42.0,48.0,59.0,RB ,46.0,60.0,58.0,49.0,56.0,45.0,51.0,42.0,48.0,59.0,42.0
14170,59.0,37.0,45.0,60.0,55.0,239544,59.0,48.0,37.0,55.0,45.0,60.0,62.0,59.0,61.0,51.0,LW ,59.0,48.0,37.0,55.0,45.0,60.0,62.0,59.0,61.0,51.0,59.0
14171,35.0,60.0,51.0,36.0,38.0,219577,35.0,55.0,60.0,38.0,51.0,36.0,36.0,38.0,35.0,51.0,LB CB ,35.0,55.0,60.0,38.0,51.0,36.0,36.0,38.0,35.0,51.0,38.0
14172,59.0,39.0,43.0,60.0,54.0,231354,59.0,45.0,39.0,54.0,43.0,60.0,60.0,59.0,61.0,47.0,CF RW LW ,59.0,45.0,39.0,54.0,43.0,60.0,60.0,59.0,61.0,47.0,59.0
14173,48.0,60.0,59.0,47.0,52.0,205755,48.0,59.0,60.0,52.0,59.0,47.0,51.0,48.0,49.0,59.0,LB CB ,48.0,59.0,60.0,52.0,59.0,47.0,51.0,48.0,49.0,59.0,48.0
14174,42.0,60.0,54.0,42.0,45.0,225467,42.0,55.0,60.0,45.0,54.0,42.0,43.0,44.0,42.0,53.0,CB ,42.0,55.0,60.0,45.0,54.0,42.0,43.0,44.0,42.0,53.0,44.0
14175,56.0,36.0,38.0,58.0,49.0,228795,56.0,37.0,36.0,49.0,38.0,58.0,56.0,60.0,57.0,40.0,ST ,56.0,37.0,36.0,49.0,38.0,58.0,56.0,60.0,57.0,40.0,60.0
14176,37.0,60.0,54.0,35.0,43.0,211900,37.0,52.0,60.0,43.0,54.0,35.0,38.0,39.0,35.0,49.0,CB ,37.0,52.0,60.0,43.0,54.0,35.0,38.0,39.0,35.0,49.0,39.0
14177,51.0,41.0,39.0,55.0,46.0,216764,51.0,40.0,41.0,46.0,39.0,55.0,50.0,60.0,51.0,40.0,ST ,51.0,40.0,41.0,46.0,39.0,55.0,50.0,60.0,51.0,40.0,60.0
14178,47.0,59.0,54.0,48.0,47.0,232636,47.0,60.0,59.0,47.0,54.0,48.0,51.0,46.0,50.0,59.0,RM RB LB ,47.0,60.0,59.0,47.0,54.0,48.0,51.0,46.0,50.0,59.0,46.0
14179,49.0,56.0,55.0,48.0,50.0,237500,49.0,60.0,56.0,50.0,55.0,48.0,53.0,43.0,52.0,60.0,LB ,49.0,60.0,56.0,50.0,55.0,48.0,53.0,43.0,52.0,60.0,43.0
14180,60.0,40.0,46.0,57.0,55.0,241084,60.0,44.0,40.0,55.0,46.0,57.0,59.0,52.0,58.0,46.0,CAM ,60.0,44.0,40.0,55.0,46.0,57.0,59.0,52.0,58.0,46.0,52.0
14181,57.0,48.0,49.0,58.0,54.0,221373,57.0,48.0,48.0,54.0,49.0,58.0,58.0,60.0,57.0,49.0,ST ,57.0,48.0,48.0,54.0,49.0,58.0,58.0,60.0,57.0,49.0,60.0
14182,,,,,,236989,,,,,,,,,,,GK ,,,,,,,,,,,
14183,61.0,43.0,51.0,59.0,60.0,230590,61.0,48.0,43.0,60.0,51.0,59.0,61.0,54.0,59.0,51.0,CM ,61.0,48.0,43.0,60.0,51.0,59.0,61.0,54.0,59.0,51.0,54.0
14184,57.0,36.0,39.0,58.0,51.0,205503,57.0,39.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,ST ,57.0,39.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,60.0
14185,,,,,,205759,,,,,,,,,,,GK ,,,,,,,,,,,
14186,59.0,50.0,51.0,59.0,55.0,193727,59.0,52.0,50.0,55.0,51.0,59.0,59.0,60.0,60.0,53.0,CAM LW ST ,59.0,52.0,50.0,55.0,51.0,59.0,59.0,60.0,60.0,53.0,60.0
14187,61.0,49.0,55.0,59.0,60.0,213696,61.0,52.0,49.0,60.0,55.0,59.0,60.0,55.0,59.0,54.0,CAM CM ,61.0,52.0,49.0,60.0,55.0,59.0,60.0,55.0,59.0,54.0,55.0
14188,46.0,60.0,54.0,46.0,48.0,231872,46.0,55.0,60.0,48.0,54.0,46.0,46.0,47.0,45.0,54.0,CB ,46.0,55.0,60.0,48.0,54.0,46.0,46.0,47.0,45.0,54.0,47.0
14189,62.0,46.0,52.0,60.0,60.0,240576,62.0,52.0,46.0,60.0,52.0,60.0,62.0,56.0,61.0,53.0,CF RW ,62.0,52.0,46.0,60.0,52.0,60.0,62.0,56.0,61.0,53.0,56.0
14190,58.0,57.0,60.0,57.0,60.0,225473,58.0,58.0,57.0,60.0,60.0,57.0,60.0,56.0,58.0,59.0,CAM CM ,58.0,58.0,57.0,60.0,60.0,57.0,60.0,56.0,58.0,59.0,56.0
14191,59.0,41.0,46.0,59.0,54.0,237249,59.0,47.0,41.0,54.0,46.0,59.0,60.0,55.0,61.0,49.0,RM LM ,59.0,47.0,41.0,54.0,46.0,59.0,60.0,55.0,61.0,49.0,55.0
14192,60.0,36.0,42.0,61.0,53.0,213698,60.0,41.0,36.0,53.0,42.0,61.0,59.0,58.0,61.0,44.0,LWB CAM ,60.0,41.0,36.0,53.0,42.0,61.0,59.0,58.0,61.0,44.0,58.0
14193,58.0,57.0,58.0,58.0,57.0,229570,58.0,60.0,57.0,57.0,58.0,58.0,60.0,56.0,59.0,60.0,RM ,58.0,60.0,57.0,57.0,58.0,58.0,60.0,56.0,59.0,60.0,56.0
14194,60.0,36.0,45.0,57.0,57.0,232898,60.0,43.0,36.0,57.0,45.0,57.0,59.0,51.0,58.0,45.0,LW CF CAM ,60.0,43.0,36.0,57.0,45.0,57.0,59.0,51.0,58.0,45.0,51.0
14195,57.0,36.0,43.0,56.0,52.0,178626,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,ST LM RM ,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,53.0
14196,63.0,45.0,53.0,61.0,60.0,190146,63.0,51.0,45.0,60.0,53.0,61.0,63.0,54.0,63.0,54.0,CM ,63.0,51.0,45.0,60.0,53.0,61.0,63.0,54.0,63.0,54.0,54.0
14197,56.0,58.0,60.0,55.0,58.0,167107,56.0,60.0,58.0,58.0,60.0,55.0,59.0,53.0,57.0,62.0,LB ,56.0,60.0,58.0,58.0,60.0,55.0,59.0,53.0,57.0,62.0,53.0
14198,59.0,39.0,43.0,60.0,53.0,233924,59.0,44.0,39.0,53.0,43.0,60.0,60.0,60.0,61.0,46.0,ST RM ,59.0,44.0,39.0,53.0,43.0,60.0,60.0,60.0,61.0,46.0,60.0
14199,57.0,58.0,59.0,55.0,57.0,222405,57.0,60.0,58.0,57.0,59.0,55.0,58.0,53.0,57.0,60.0,CM RB ,57.0,60.0,58.0,57.0,59.0,55.0,58.0,53.0,57.0,60.0,53.0
14200,51.0,59.0,58.0,52.0,52.0,234437,51.0,60.0,59.0,52.0,58.0,52.0,53.0,50.0,52.0,59.0,RB ,51.0,60.0,59.0,52.0,58.0,52.0,53.0,50.0,52.0,59.0,50.0
14201,53.0,58.0,57.0,51.0,54.0,228294,53.0,60.0,58.0,54.0,57.0,51.0,56.0,48.0,54.0,60.0,LB RB ,53.0,60.0,58.0,54.0,57.0,51.0,56.0,48.0,54.0,60.0,48.0
14202,57.0,34.0,37.0,58.0,49.0,238022,57.0,37.0,34.0,49.0,37.0,58.0,55.0,60.0,57.0,39.0,LW ST ,57.0,37.0,34.0,49.0,37.0,58.0,55.0,60.0,57.0,39.0,60.0
14203,39.0,60.0,56.0,38.0,45.0,193478,39.0,56.0,60.0,45.0,56.0,38.0,41.0,41.0,38.0,53.0,CB ,39.0,56.0,60.0,45.0,56.0,38.0,41.0,41.0,38.0,53.0,41.0
14204,36.0,60.0,52.0,38.0,39.0,211655,36.0,56.0,60.0,39.0,52.0,38.0,39.0,41.0,38.0,53.0,RB CB ,36.0,56.0,60.0,39.0,52.0,38.0,39.0,41.0,38.0,53.0,41.0
14205,60.0,57.0,59.0,60.0,60.0,225479,60.0,57.0,57.0,60.0,59.0,60.0,58.0,61.0,58.0,57.0,CAM CDM CM ,60.0,57.0,57.0,60.0,59.0,60.0,58.0,61.0,58.0,57.0,61.0
14206,57.0,40.0,41.0,59.0,50.0,240327,57.0,42.0,40.0,50.0,41.0,59.0,57.0,60.0,59.0,43.0,ST ,57.0,42.0,40.0,50.0,41.0,59.0,57.0,60.0,59.0,43.0,60.0
14207,56.0,55.0,58.0,54.0,57.0,180679,56.0,60.0,55.0,57.0,58.0,54.0,59.0,50.0,57.0,61.0,RB LB ,56.0,60.0,55.0,57.0,58.0,54.0,59.0,50.0,57.0,61.0,50.0
14208,,,,,,52679,,,,,,,,,,,GK ,,,,,,,,,,,
14209,59.0,49.0,52.0,61.0,57.0,187335,59.0,52.0,49.0,57.0,52.0,61.0,62.0,62.0,61.0,54.0,LW ,59.0,52.0,49.0,57.0,52.0,61.0,62.0,62.0,61.0,54.0,62.0
14210,61.0,59.0,60.0,60.0,61.0,157128,61.0,59.0,59.0,61.0,60.0,60.0,61.0,59.0,61.0,60.0,CAM CM CDM ,61.0,59.0,59.0,61.0,60.0,60.0,61.0,59.0,61.0,60.0,59.0
14211,49.0,58.0,53.0,51.0,48.0,232648,49.0,60.0,58.0,48.0,53.0,51.0,54.0,50.0,54.0,59.0,LB ,49.0,60.0,58.0,48.0,53.0,51.0,54.0,50.0,54.0,59.0,50.0
14212,58.0,38.0,42.0,59.0,52.0,237256,58.0,43.0,38.0,52.0,42.0,59.0,58.0,60.0,58.0,45.0,ST ,58.0,43.0,38.0,52.0,42.0,59.0,58.0,60.0,58.0,45.0,60.0
14213,60.0,37.0,45.0,59.0,56.0,238792,60.0,45.0,37.0,56.0,45.0,59.0,60.0,57.0,60.0,48.0,CAM ,60.0,45.0,37.0,56.0,45.0,59.0,60.0,57.0,60.0,48.0,57.0
14214,47.0,58.0,53.0,48.0,47.0,235465,47.0,60.0,58.0,47.0,53.0,48.0,52.0,46.0,51.0,60.0,LM LB ,47.0,60.0,58.0,47.0,53.0,48.0,52.0,46.0,51.0,60.0,46.0
14215,57.0,57.0,59.0,57.0,58.0,238793,57.0,59.0,57.0,58.0,59.0,57.0,60.0,56.0,58.0,61.0,LB LM ,57.0,59.0,57.0,58.0,59.0,57.0,60.0,56.0,58.0,61.0,56.0
14216,61.0,58.0,59.0,60.0,60.0,221386,61.0,59.0,58.0,60.0,59.0,60.0,60.0,58.0,61.0,59.0,CM CAM LW ,61.0,59.0,58.0,60.0,59.0,60.0,60.0,58.0,61.0,59.0,58.0
14217,,,,,,152523,,,,,,,,,,,GK ,,,,,,,,,,,
14218,61.0,63.0,60.0,59.0,61.0,155339,61.0,57.0,63.0,61.0,60.0,59.0,58.0,58.0,59.0,57.0,CM CDM ,61.0,57.0,63.0,61.0,60.0,59.0,58.0,58.0,59.0,57.0,58.0
14219,,,,,,229067,,,,,,,,,,,GK ,,,,,,,,,,,
14220,60.0,33.0,39.0,61.0,52.0,229835,60.0,41.0,33.0,52.0,39.0,61.0,59.0,59.0,61.0,43.0,RW ,60.0,41.0,33.0,52.0,39.0,61.0,59.0,59.0,61.0,43.0,59.0
14221,56.0,55.0,60.0,53.0,60.0,237771,56.0,56.0,55.0,60.0,60.0,53.0,56.0,50.0,52.0,57.0,CDM ,56.0,56.0,55.0,60.0,60.0,53.0,56.0,50.0,52.0,57.0,50.0
14222,48.0,60.0,54.0,50.0,48.0,239819,48.0,60.0,60.0,48.0,54.0,50.0,52.0,48.0,52.0,58.0,CB RB ,48.0,60.0,60.0,48.0,54.0,50.0,52.0,48.0,52.0,58.0,48.0
14223,,,,,,208332,,,,,,,,,,,GK ,,,,,,,,,,,
14224,57.0,58.0,59.0,56.0,57.0,226508,57.0,60.0,58.0,57.0,59.0,56.0,59.0,54.0,57.0,60.0,RB LB ,57.0,60.0,58.0,57.0,59.0,56.0,59.0,54.0,57.0,60.0,54.0
14225,61.0,46.0,53.0,60.0,60.0,228044,61.0,52.0,46.0,60.0,53.0,60.0,62.0,57.0,61.0,55.0,RM CM ,61.0,52.0,46.0,60.0,53.0,60.0,62.0,57.0,61.0,55.0,57.0
14226,58.0,64.0,64.0,56.0,60.0,184013,58.0,62.0,64.0,60.0,64.0,56.0,58.0,55.0,57.0,62.0,CM ,58.0,62.0,64.0,60.0,64.0,56.0,58.0,55.0,57.0,62.0,55.0
14227,,,,,,233934,,,,,,,,,,,GK ,,,,,,,,,,,
14228,61.0,32.0,38.0,62.0,53.0,238798,61.0,42.0,32.0,53.0,38.0,62.0,62.0,60.0,63.0,45.0,RM ST ,61.0,42.0,32.0,53.0,38.0,62.0,62.0,60.0,63.0,45.0,60.0
14229,59.0,32.0,36.0,60.0,50.0,222159,59.0,36.0,32.0,50.0,36.0,60.0,56.0,60.0,58.0,38.0,ST ,59.0,36.0,32.0,50.0,36.0,60.0,56.0,60.0,58.0,38.0,60.0
14230,58.0,61.0,63.0,57.0,60.0,224463,58.0,61.0,61.0,60.0,63.0,57.0,59.0,55.0,57.0,61.0,CB CM ,58.0,61.0,61.0,60.0,63.0,57.0,59.0,55.0,57.0,61.0,55.0
14231,36.0,60.0,53.0,35.0,41.0,237008,36.0,57.0,60.0,41.0,53.0,35.0,39.0,38.0,37.0,54.0,LB CB ,36.0,57.0,60.0,41.0,53.0,35.0,39.0,38.0,37.0,54.0,38.0
14232,59.0,58.0,60.0,59.0,60.0,222417,59.0,59.0,58.0,60.0,60.0,59.0,60.0,58.0,59.0,60.0,CDM CM ,59.0,59.0,58.0,60.0,60.0,59.0,60.0,58.0,59.0,60.0,58.0
14233,56.0,60.0,58.0,56.0,56.0,223953,56.0,60.0,60.0,56.0,58.0,56.0,56.0,55.0,56.0,59.0,CB LB ,56.0,60.0,60.0,56.0,58.0,56.0,56.0,55.0,56.0,59.0,55.0
14234,39.0,60.0,52.0,40.0,42.0,238289,39.0,55.0,60.0,42.0,52.0,40.0,40.0,43.0,39.0,52.0,CDM CB ,39.0,55.0,60.0,42.0,52.0,40.0,40.0,43.0,39.0,52.0,43.0
14235,,,,,,240593,,,,,,,,,,,GK ,,,,,,,,,,,
14236,60.0,56.0,59.0,60.0,60.0,223186,60.0,58.0,56.0,60.0,59.0,60.0,59.0,59.0,59.0,59.0,CM ,60.0,58.0,56.0,60.0,59.0,60.0,59.0,59.0,59.0,59.0,59.0
14237,56.0,40.0,40.0,58.0,49.0,229330,56.0,41.0,40.0,49.0,40.0,58.0,55.0,60.0,56.0,42.0,ST ,56.0,41.0,40.0,49.0,40.0,58.0,55.0,60.0,56.0,42.0,60.0
14238,60.0,54.0,57.0,58.0,60.0,239570,60.0,56.0,54.0,60.0,57.0,58.0,59.0,55.0,58.0,56.0,CM ,60.0,56.0,54.0,60.0,57.0,58.0,59.0,55.0,58.0,56.0,55.0
14239,40.0,60.0,54.0,40.0,44.0,210131,40.0,52.0,60.0,44.0,54.0,40.0,41.0,44.0,39.0,50.0,CB ,40.0,52.0,60.0,44.0,54.0,40.0,41.0,44.0,39.0,50.0,44.0
14240,56.0,57.0,58.0,54.0,57.0,211667,56.0,60.0,57.0,57.0,58.0,54.0,59.0,48.0,56.0,61.0,RB LB ,56.0,60.0,57.0,57.0,58.0,54.0,59.0,48.0,56.0,61.0,48.0
14241,48.0,63.0,57.0,48.0,49.0,150995,48.0,60.0,63.0,49.0,57.0,48.0,50.0,50.0,49.0,59.0,RWB RB ,48.0,60.0,63.0,49.0,57.0,48.0,50.0,50.0,49.0,59.0,50.0
14242,55.0,37.0,37.0,57.0,48.0,207828,55.0,39.0,37.0,48.0,37.0,57.0,54.0,60.0,56.0,40.0,ST ,55.0,39.0,37.0,48.0,37.0,57.0,54.0,60.0,56.0,40.0,60.0
14243,63.0,54.0,57.0,62.0,60.0,208852,63.0,57.0,54.0,60.0,57.0,62.0,63.0,60.0,63.0,59.0,LM RM CM ,63.0,57.0,54.0,60.0,57.0,62.0,63.0,60.0,63.0,59.0,60.0
14244,53.0,60.0,60.0,52.0,55.0,210388,53.0,57.0,60.0,55.0,60.0,52.0,53.0,52.0,51.0,57.0,CM CDM ,53.0,57.0,60.0,55.0,60.0,52.0,53.0,52.0,51.0,57.0,52.0
14245,60.0,49.0,52.0,60.0,58.0,238036,60.0,52.0,49.0,58.0,52.0,60.0,60.0,58.0,60.0,53.0,CAM ,60.0,52.0,49.0,58.0,52.0,60.0,60.0,58.0,60.0,53.0,58.0
14246,57.0,36.0,39.0,60.0,49.0,210901,57.0,42.0,36.0,49.0,39.0,60.0,60.0,62.0,61.0,45.0,ST RM ,57.0,42.0,36.0,49.0,39.0,60.0,60.0,62.0,61.0,45.0,62.0
14247,60.0,49.0,54.0,59.0,59.0,214485,60.0,53.0,49.0,59.0,54.0,59.0,60.0,56.0,59.0,54.0,CDM CAM ,60.0,53.0,49.0,59.0,54.0,59.0,60.0,56.0,59.0,54.0,56.0
14248,57.0,61.0,62.0,56.0,60.0,224981,57.0,58.0,61.0,60.0,62.0,56.0,55.0,54.0,54.0,58.0,CB CM ,57.0,58.0,61.0,60.0,62.0,56.0,55.0,54.0,54.0,58.0,54.0
14249,49.0,60.0,60.0,44.0,53.0,235222,49.0,58.0,60.0,53.0,60.0,44.0,49.0,41.0,46.0,56.0,CB ,49.0,58.0,60.0,53.0,60.0,44.0,49.0,41.0,46.0,56.0,41.0
14250,54.0,46.0,44.0,55.0,50.0,211415,54.0,37.0,46.0,50.0,44.0,55.0,48.0,60.0,50.0,38.0,CF ST ,54.0,37.0,46.0,50.0,44.0,55.0,48.0,60.0,50.0,38.0,60.0
14251,58.0,35.0,37.0,60.0,49.0,237527,58.0,39.0,35.0,49.0,37.0,60.0,58.0,60.0,60.0,41.0,ST ,58.0,39.0,35.0,49.0,37.0,60.0,58.0,60.0,60.0,41.0,60.0
14252,59.0,53.0,57.0,58.0,60.0,239319,59.0,57.0,53.0,60.0,57.0,58.0,59.0,56.0,57.0,57.0,CM ,59.0,57.0,53.0,60.0,57.0,58.0,59.0,56.0,57.0,57.0,56.0
14253,60.0,63.0,62.0,59.0,60.0,240855,60.0,63.0,63.0,60.0,62.0,59.0,62.0,59.0,61.0,63.0,CAM CM ,60.0,63.0,63.0,60.0,62.0,59.0,62.0,59.0,61.0,63.0,59.0
14254,57.0,63.0,63.0,55.0,60.0,211928,57.0,61.0,63.0,60.0,63.0,55.0,57.0,54.0,55.0,61.0,CDM CM ,57.0,61.0,63.0,60.0,63.0,55.0,57.0,54.0,55.0,61.0,54.0
14255,61.0,55.0,58.0,59.0,60.0,227288,61.0,57.0,55.0,60.0,58.0,59.0,60.0,56.0,59.0,57.0,LM CM ,61.0,57.0,55.0,60.0,58.0,59.0,60.0,56.0,59.0,57.0,56.0
14256,,,,,,239576,,,,,,,,,,,GK ,,,,,,,,,,,
14257,44.0,60.0,56.0,43.0,47.0,237273,44.0,55.0,60.0,47.0,56.0,43.0,46.0,43.0,43.0,54.0,LB CB ,44.0,55.0,60.0,47.0,56.0,43.0,46.0,43.0,43.0,54.0,43.0
14258,50.0,59.0,55.0,50.0,48.0,238041,50.0,60.0,59.0,48.0,55.0,50.0,55.0,47.0,55.0,61.0,LB ,50.0,60.0,59.0,48.0,55.0,50.0,55.0,47.0,55.0,61.0,47.0
14259,58.0,47.0,51.0,57.0,55.0,232922,58.0,52.0,47.0,55.0,51.0,57.0,60.0,54.0,59.0,54.0,CF CM RM ,58.0,52.0,47.0,55.0,51.0,57.0,60.0,54.0,59.0,54.0,54.0
14260,57.0,33.0,36.0,60.0,49.0,227803,57.0,41.0,33.0,49.0,36.0,60.0,60.0,59.0,61.0,43.0,RM LM ,57.0,41.0,33.0,49.0,36.0,60.0,60.0,59.0,61.0,43.0,59.0
14261,60.0,52.0,57.0,58.0,60.0,169947,60.0,56.0,52.0,60.0,57.0,58.0,60.0,57.0,58.0,57.0,CM ,60.0,56.0,52.0,60.0,57.0,58.0,60.0,57.0,58.0,57.0,57.0
14262,57.0,32.0,35.0,60.0,48.0,236507,57.0,40.0,32.0,48.0,35.0,60.0,57.0,60.0,59.0,41.0,ST ,57.0,40.0,32.0,48.0,35.0,60.0,57.0,60.0,59.0,41.0,60.0
14263,51.0,60.0,60.0,49.0,55.0,199388,51.0,57.0,60.0,55.0,60.0,49.0,52.0,48.0,49.0,56.0,CB CM CDM ,51.0,57.0,60.0,55.0,60.0,49.0,52.0,48.0,49.0,56.0,48.0
14264,62.0,53.0,56.0,61.0,60.0,207836,62.0,56.0,53.0,60.0,56.0,61.0,62.0,59.0,61.0,57.0,CAM CM ,62.0,56.0,53.0,60.0,56.0,61.0,62.0,59.0,61.0,57.0,59.0
14265,60.0,37.0,45.0,60.0,56.0,235228,60.0,46.0,37.0,56.0,45.0,60.0,60.0,57.0,61.0,49.0,CAM RW ,60.0,46.0,37.0,56.0,45.0,60.0,60.0,57.0,61.0,49.0,57.0
14266,61.0,51.0,56.0,60.0,60.0,236764,61.0,56.0,51.0,60.0,56.0,60.0,62.0,56.0,61.0,58.0,CM ,61.0,56.0,51.0,60.0,56.0,60.0,62.0,56.0,61.0,58.0,56.0
14267,44.0,60.0,55.0,44.0,46.0,240092,44.0,55.0,60.0,46.0,55.0,44.0,45.0,46.0,43.0,53.0,CB ,44.0,55.0,60.0,46.0,55.0,44.0,45.0,46.0,43.0,53.0,46.0
14268,55.0,60.0,60.0,56.0,55.0,197597,55.0,58.0,60.0,55.0,60.0,56.0,56.0,55.0,55.0,58.0,CB CM CDM ,55.0,58.0,60.0,55.0,60.0,56.0,56.0,55.0,55.0,58.0,55.0
14269,59.0,36.0,42.0,59.0,54.0,207581,59.0,44.0,36.0,54.0,42.0,59.0,61.0,56.0,61.0,48.0,CAM LW ,59.0,44.0,36.0,54.0,42.0,59.0,61.0,56.0,61.0,48.0,56.0
14270,57.0,34.0,37.0,59.0,49.0,228573,57.0,40.0,34.0,49.0,37.0,59.0,57.0,60.0,59.0,42.0,ST ,57.0,40.0,34.0,49.0,37.0,59.0,57.0,60.0,59.0,42.0,60.0
14271,59.0,44.0,46.0,61.0,53.0,233181,59.0,45.0,44.0,53.0,46.0,61.0,57.0,63.0,59.0,47.0,ST CF ,59.0,45.0,44.0,53.0,46.0,61.0,57.0,63.0,59.0,47.0,63.0
14272,51.0,59.0,56.0,51.0,51.0,236509,51.0,60.0,59.0,51.0,56.0,51.0,55.0,47.0,54.0,60.0,RB ,51.0,60.0,59.0,51.0,56.0,51.0,55.0,47.0,54.0,60.0,47.0
14273,60.0,42.0,46.0,60.0,55.0,239837,60.0,48.0,42.0,55.0,46.0,60.0,60.0,55.0,60.0,50.0,CAM ,60.0,48.0,42.0,55.0,46.0,60.0,60.0,55.0,60.0,50.0,55.0
14274,58.0,52.0,52.0,59.0,54.0,206558,58.0,56.0,52.0,54.0,52.0,59.0,60.0,57.0,60.0,57.0,LM ,58.0,56.0,52.0,54.0,52.0,59.0,60.0,57.0,60.0,57.0,57.0
14275,59.0,32.0,40.0,60.0,53.0,210142,59.0,42.0,32.0,53.0,40.0,60.0,60.0,57.0,61.0,45.0,LM ,59.0,42.0,32.0,53.0,40.0,60.0,60.0,57.0,61.0,45.0,57.0
14276,60.0,53.0,58.0,58.0,60.0,198623,60.0,58.0,53.0,60.0,58.0,58.0,60.0,54.0,59.0,59.0,CM ,60.0,58.0,53.0,60.0,58.0,58.0,60.0,54.0,59.0,59.0,54.0
14277,,,,,,157407,,,,,,,,,,,GK ,,,,,,,,,,,
14278,60.0,59.0,58.0,60.0,58.0,229343,60.0,60.0,59.0,58.0,58.0,60.0,61.0,60.0,61.0,60.0,LB LM ST ,60.0,60.0,59.0,58.0,58.0,60.0,61.0,60.0,61.0,60.0,60.0
14279,44.0,60.0,54.0,46.0,46.0,166879,44.0,50.0,60.0,46.0,54.0,46.0,42.0,49.0,43.0,48.0,CB ,44.0,50.0,60.0,46.0,54.0,46.0,42.0,49.0,43.0,48.0,49.0
